Location	Site	Lat	Lon	Year	Plot	Trt	Nfert	TotalCover	WeedCover	TargetCover	TotalBiomass	WeedBiomass	TargetBiomass	Amorpha_canescens	Andropogon_gerardii	Asclepias_tuberosa	Astragalus_canadensis	Baptisia_australis	Bouteloua_curtipendula	Chamaecrista_fasciculata	Desmodium_canadense	Echinacea_pallida	Elymus_canadensis	Elymus_trachycaulum	Elymus_virginicus	Galium_boreale	Glycerryza_lepidota	Helianthus_maximilianii	Lathyrus_ochroleucus	Lespedeza_capitata	Liatris_aspera	Lupinus_perennis	Monarda_fistulosa	Panicum_virgatum	Petalostemum_candidum	Petalostemum_purpurea	Ratibida_pinnata	Rudbeckia_hirta	Schizachyrium_scoparium	Silphium_perfoliatum	Solidago_rigida	Sorghastrum_nutans	Vicia_americana	Zizia_aurea
1	L	44.237327	-95.30203	2012	3305	11	1	98	0	98	427	NA	NA	0	0	0	3	5	NA	NA	NA	NA	10	NA	NA	NA	NA	15	NA	NA	NA	NA	NA	20	NA	0	45	NA	NA	NA	0	0	NA	NA
1	L	44.237327	-95.30203	2012	3306	5	1	97	0	97	542	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	95	NA	NA	NA	NA	NA	NA	NA	0	NA	NA
1	L	44.237327	-95.30203	2012	3307	1	0	100	0	100	490	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	L	44.237327	-95.30203	2012	3308	8	0	86	10	76	210	NA	NA	0	0	NA	5	0	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	70	NA	0	NA	NA	NA	NA	NA	0	NA	NA
1	L	44.237327	-95.30203	2012	3309	12	0	100	0	100	208	NA	NA	0	0	0	0	0	0	0	0	NA	0	0	90	NA	NA	1	NA	0	0	0	2	5	NA	0	2	NA	0	0	0	0	NA	0
1	L	44.237327	-95.30203	2012	3310	10	1	95	0	95	120	NA	NA	0	NA	0	10	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	0	75	NA	NA	NA	5	NA	NA	NA
1	L	44.237327	-95.30203	2012	3311	7	1	100	0	100	358	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	70	NA	NA	NA	25	NA	NA	NA
1	L	44.237327	-95.30203	2012	3312	1	1	100	0	100	470	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	L	44.237327	-95.30203	2012	3313	6	0	72	70	2	94	NA	NA	0	NA	NA	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
1	L	44.237327	-95.30203	2012	3314	5	0	97	0	97	446	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	95	NA	NA	NA	NA	NA	NA	NA	0	NA	NA
1	L	44.237327	-95.30203	2012	3315	4	0	100	90	10	26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	L	44.237327	-95.30203	2012	3316	9	1	99	0	99	200	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	5	NA	NA	80	NA	NA	NA	10	0	NA	NA
1	L	44.237327	-95.30203	2012	3317	3	1	100	70	30	250	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	NA	NA
1	L	44.237327	-95.30203	2012	3318	8	1	90	20	70	415	NA	NA	0	0	NA	5	0	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	60	NA	0	NA	NA	NA	NA	NA	0	NA	NA
1	L	44.237327	-95.30203	2012	3319	9	0	100	0	100	143	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	10	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	1	NA	NA	30	NA	NA	NA	55	0	NA	NA
1	L	44.237327	-95.30203	2012	3320	11	0	98	0	98	192	NA	NA	0	0	0	5	0	NA	NA	NA	NA	1	NA	NA	NA	NA	20	NA	NA	NA	NA	NA	5	NA	0	35	NA	NA	NA	30	0	NA	NA
1	L	44.237327	-95.30203	2012	3321	3	0	90	90	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA
1	L	44.237327	-95.30203	2012	3322	12	1	101	0	101	171	NA	NA	0	0	0	10	0	0	0	0	NA	0	0	5	NA	NA	15	NA	0	0	0	10	20	NA	0	35	NA	0	0	0	1	NA	5
1	L	44.237327	-95.30203	2012	3323	4	1	80	30	50	131	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	L	44.237327	-95.30203	2012	3324	2	1	95	0	95	248	NA	NA	NA	95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	L	44.237327	-95.30203	2013	3101	4	1	90	80	10	192	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	L	44.237327	-95.30203	2013	3102	3	1	85	85	0	230	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA
1	L	44.237327	-95.30203	2013	3103	11	1	93	40	53	218	NA	NA	0	0	0	1	0	NA	NA	NA	NA	10	NA	NA	NA	NA	35	NA	NA	NA	NA	NA	5	NA	0	1	NA	NA	NA	1	0	NA	NA
1	L	44.237327	-95.30203	2013	3104	10	0	106	60	46	220	NA	NA	0	NA	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	0	25	NA	NA	NA	10	NA	NA	NA
1	L	44.237327	-95.30203	2013	3105	6	0	85	85	0	182	NA	NA	0	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
1	L	44.237327	-95.30203	2013	3106	4	0	90	10	80	126	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	L	44.237327	-95.30203	2013	3107	2	1	95	15	80	420	NA	NA	NA	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	L	44.237327	-95.30203	2013	3108	7	1	92	50	42	226	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	40	NA	NA	NA
1	L	44.237327	-95.30203	2013	3109	1	1	100	10	90	536	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	90	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	L	44.237327	-95.30203	2013	3110	11	0	100	0	100	686	NA	NA	0	10	0	2	0	NA	NA	NA	NA	60	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	5	NA	3	10	NA	NA	NA	10	0	NA	NA
1	L	44.237327	-95.30203	2013	3111	12	0	100	5	95	274	NA	NA	0	0	1	1	0	0	0	0	NA	1	1	30	NA	NA	5	NA	0	0	0	40	3	NA	0	10	NA	0	1	1	0	NA	1
1	L	44.237327	-95.30203	2013	3112	8	0	97	8	89	570	NA	NA	0	1	NA	0	0	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	85	NA	0	NA	NA	NA	NA	NA	0	NA	NA
1	L	44.237327	-95.30203	2013	3113	12	1	95	9	86	222	NA	NA	0	1	0	1	0	0	0	0	NA	2	1	40	NA	NA	10	NA	0	0	0	10	1	NA	0	10	NA	0	0	5	0	NA	5
1	L	44.237327	-95.30203	2013	3114	5	1	95	8	87	608	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	80	NA	NA	NA	NA	NA	NA	NA	0	NA	NA
1	L	44.237327	-95.30203	2013	3115	9	1	98	13	85	370	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	25	NA	NA	NA	NA	10	NA	NA	NA	NA	NA	30	NA	NA	10	NA	NA	NA	10	0	NA	NA
1	L	44.237327	-95.30203	2013	3116	3	0	90	90	0	436	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA
1	L	44.237327	-95.30203	2013	3117	2	0	100	10	90	432	NA	NA	NA	90	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	L	44.237327	-95.30203	2013	3118	9	0	96	1	95	162	NA	NA	NA	20	0	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	10	NA	NA	50	NA	NA	NA	5	0	NA	NA
1	L	44.237327	-95.30203	2013	3119	10	1	100	50	50	194	NA	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	0	10	NA	NA	NA	30	NA	NA	NA
1	L	44.237327	-95.30203	2013	3120	8	1	87	47	40	266	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35	NA	0	NA	NA	NA	NA	NA	0	NA	NA
1	L	44.237327	-95.30203	2013	3121	6	1	86	85	1	298	NA	NA	0	NA	NA	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
1	L	44.237327	-95.30203	2013	3122	5	0	100	0	100	408	NA	NA	NA	20	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	80	NA	NA	NA	NA	NA	NA	NA	0	NA	NA
1	L	44.237327	-95.30203	2013	3123	1	0	99	1	98	410	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	L	44.237327	-95.30203	2013	3124	7	0	96	15	81	92	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	30	NA	NA	NA	50	NA	NA	NA
1	L	44.237327	-95.30203	2013	3201	10	0	82	30	52	92	NA	NA	0	NA	0	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	NA	NA	NA	NA	NA	NA	NA	0	25	NA	NA	NA	10	NA	NA	NA
1	L	44.237327	-95.30203	2013	3202	7	0	98	15	83	110	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	40	NA	NA	NA	40	NA	NA	NA
1	L	44.237327	-95.30203	2013	3203	4	0	93	63	30	198	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	L	44.237327	-95.30203	2013	3204	12	1	99	0	99	320	NA	NA	0	15	0	2	0	0	0	0	NA	10	1	35	NA	NA	5	NA	0	0	0	10	5	NA	0	10	NA	0	0	1	0	NA	5
1	L	44.237327	-95.30203	2013	3205	10	1	100	44	56	118	NA	NA	0	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	0	30	NA	NA	NA	15	NA	NA	NA
1	L	44.237327	-95.30203	2013	3206	8	1	100	60	40	162	NA	NA	0	10	NA	0	0	NA	NA	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	NA	0	NA	NA	NA	NA	NA	0	NA	NA
1	L	44.237327	-95.30203	2013	3207	2	0	97	2	95	498	NA	NA	NA	95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	L	44.237327	-95.30203	2013	3208	11	0	95	1	94	164	NA	NA	0	5	1	1	1	NA	NA	NA	NA	20	NA	NA	NA	NA	10	NA	NA	NA	NA	NA	5	NA	1	40	NA	NA	NA	10	0	NA	NA
1	L	44.237327	-95.30203	2013	3209	6	0	100	95	5	114	NA	NA	0	NA	NA	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
1	L	44.237327	-95.30203	2013	3210	3	1	70	70	0	384	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA
1	L	44.237327	-95.30203	2013	3211	2	1	75	25	50	270	NA	NA	NA	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	L	44.237327	-95.30203	2013	3212	9	1	99	50	49	232	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	20	NA	NA	3	NA	NA	NA	1	0	NA	NA
1	L	44.237327	-95.30203	2013	3213	3	0	77	77	0	228	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA
1	L	44.237327	-95.30203	2013	3214	1	0	100	5	95	390	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	L	44.237327	-95.30203	2013	3215	5	0	100	0	100	374	NA	NA	NA	24	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	75	NA	NA	NA	NA	NA	NA	NA	0	NA	NA
1	L	44.237327	-95.30203	2013	3216	4	1	100	65	35	128	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	L	44.237327	-95.30203	2013	3217	11	1	100	45	55	62	NA	NA	0	0	0	0	0	NA	NA	NA	NA	25	NA	NA	NA	NA	10	NA	NA	NA	NA	NA	10	NA	0	10	NA	NA	NA	0	0	NA	NA
1	L	44.237327	-95.30203	2013	3218	1	1	95	15	80	600	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	L	44.237327	-95.30203	2013	3219	12	0	100	0	100	322	NA	NA	0	0	0	0	1	0	0	0	NA	1	0	30	NA	NA	5	NA	0	0	0	20	5	NA	0	25	NA	0	0	3	0	NA	10
1	L	44.237327	-95.30203	2013	3220	9	0	100	0	100	160	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	25	NA	NA	47	NA	NA	NA	20	0	NA	NA
1	L	44.237327	-95.30203	2013	3221	8	0	95	15	80	384	NA	NA	0	5	NA	5	0	NA	NA	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	60	NA	0	NA	NA	NA	NA	NA	0	NA	NA
1	L	44.237327	-95.30203	2013	3222	6	1	90	90	0	346	NA	NA	0	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
1	L	44.237327	-95.30203	2013	3223	5	1	85	10	75	292	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	70	NA	NA	NA	NA	NA	NA	NA	0	NA	NA
1	L	44.237327	-95.30203	2013	3224	7	1	90	10	80	240	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	NA	NA	NA	NA	50	NA	NA	NA	10	NA	NA	NA
1	L	44.237327	-95.30203	2013	3301	2	0	95	0	95	224	NA	NA	NA	95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	L	44.237327	-95.30203	2013	3302	10	0	95	15	80	314	NA	NA	0	NA	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	80	NA	NA	NA	0	NA	NA	NA
1	L	44.237327	-95.30203	2013	3303	7	0	97	25	72	220	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	35	NA	NA	NA	30	NA	NA	NA
1	L	44.237327	-95.30203	2013	3304	6	1	95	90	5	228	NA	NA	0	NA	NA	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
1	L	44.237327	-95.30203	2013	3305	11	1	91	0	91	182	NA	NA	0	0	0	1	5	NA	NA	NA	NA	10	NA	NA	NA	NA	10	NA	NA	NA	NA	NA	5	NA	0	50	NA	NA	NA	10	0	NA	NA
1	L	44.237327	-95.30203	2013	3306	5	1	100	0	100	402	NA	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	90	NA	NA	NA	NA	NA	NA	NA	0	NA	NA
1	L	44.237327	-95.30203	2013	3307	1	0	97	2	95	566	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	L	44.237327	-95.30203	2013	3308	8	0	100	25	75	628	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	70	NA	0	NA	NA	NA	NA	NA	0	NA	NA
1	L	44.237327	-95.30203	2013	3309	12	0	100	5	95	266	NA	NA	0	0	1	1	0	0	0	0	NA	0	0	47	NA	NA	5	NA	0	0	0	5	5	NA	0	15	NA	0	5	1	0	NA	10
1	L	44.237327	-95.30203	2013	3310	10	1	100	10	90	174	NA	NA	0	NA	0	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	0	55	NA	NA	NA	20	NA	NA	NA
1	L	44.237327	-95.30203	2013	3311	7	1	100	5	95	162	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	60	NA	NA	NA	30	NA	NA	NA
1	L	44.237327	-95.30203	2013	3312	1	1	100	0	100	624	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	L	44.237327	-95.30203	2013	3313	6	0	55	55	0	124	NA	NA	0	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
1	L	44.237327	-95.30203	2013	3314	5	0	100	0	100	752	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	90	NA	NA	NA	NA	NA	NA	NA	0	NA	NA
1	L	44.237327	-95.30203	2013	3315	4	0	95	65	30	182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	L	44.237327	-95.30203	2013	3316	9	1	101	0	101	154	NA	NA	NA	5	1	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	10	NA	NA	NA	NA	NA	10	NA	NA	50	NA	NA	NA	20	0	NA	NA
1	L	44.237327	-95.30203	2013	3317	3	1	100	80	20	286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	NA	NA
1	L	44.237327	-95.30203	2013	3318	8	1	95	43	52	276	NA	NA	0	5	NA	1	1	NA	NA	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35	NA	0	NA	NA	NA	NA	NA	0	NA	NA
1	L	44.237327	-95.30203	2013	3319	9	0	100	20	80	488	NA	NA	NA	5	3	NA	NA	NA	NA	NA	NA	25	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	5	NA	NA	5	NA	NA	NA	35	0	NA	NA
1	L	44.237327	-95.30203	2013	3320	11	0	100	0	100	590	NA	NA	0	5	0	0	0	NA	NA	NA	NA	30	NA	NA	NA	NA	10	NA	NA	NA	NA	NA	5	NA	0	30	NA	NA	NA	20	0	NA	NA
1	L	44.237327	-95.30203	2013	3321	3	0	100	100	0	600	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA
1	L	44.237327	-95.30203	2013	3322	12	1	100	0	100	294	NA	NA	0	3	0	5	0	0	0	0	NA	0	0	30	NA	NA	2	NA	0	0	0	10	10	NA	0	30	NA	0	0	0	0	NA	10
1	L	44.237327	-95.30203	2013	3323	4	1	100	20	80	194	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	L	44.237327	-95.30203	2013	3324	2	1	100	0	100	506	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	M	47.32564	-96.048877	2008	7101	11	1	96	0	96	258	NA	NA	0	0	NA	15	NA	NA	NA	10	3	0	NA	NA	NA	NA	45	NA	NA	NA	NA	NA	20	NA	1	2	NA	NA	NA	0	0	NA	NA
2	M	47.32564	-96.048877	2008	7102	8	1	100	0	100	282	NA	NA	0	0	NA	35	NA	NA	NA	25	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35	NA	5	NA	NA	NA	NA	NA	0	NA	NA
2	M	47.32564	-96.048877	2008	7103	5	1	100	0	100	317	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	0	NA	NA
2	M	47.32564	-96.048877	2008	7104	2	0	97	2	95	103	NA	NA	NA	95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	M	47.32564	-96.048877	2008	7105	9	0	100	0	100	158	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	10	0	NA	NA	NA	NA	45	NA	NA	NA	NA	NA	30	NA	NA	15	NA	NA	NA	0	0	NA	NA
2	M	47.32564	-96.048877	2008	7106	10	0	98	0	98	227	NA	NA	0	NA	NA	15	NA	NA	NA	10	10	NA	NA	NA	NA	NA	45	NA	NA	NA	NA	NA	NA	NA	3	15	NA	NA	NA	0	NA	NA	NA
2	M	47.32564	-96.048877	2008	7107	4	1	76	6	70	97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	70	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	M	47.32564	-96.048877	2008	7108	7	1	100	0	100	160	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	NA	NA	NA	NA	NA	60	NA	NA	NA	NA	NA	NA	NA	NA	25	NA	NA	NA	0	NA	NA	NA
2	M	47.32564	-96.048877	2008	7109	2	1	95	0	95	144	NA	NA	NA	95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	M	47.32564	-96.048877	2008	7110	5	0	99	2	97	236	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	97	NA	NA	NA	NA	NA	NA	NA	0	NA	NA
2	M	47.32564	-96.048877	2008	7111	6	0	100	0	100	129	NA	NA	0	NA	NA	50	NA	NA	NA	45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
2	M	47.32564	-96.048877	2008	7112	11	0	100	0	100	373	NA	NA	0	0	NA	10	NA	NA	NA	20	10	0	NA	NA	NA	NA	30	NA	NA	NA	NA	NA	20	NA	0	10	NA	NA	NA	0	0	NA	NA
2	M	47.32564	-96.048877	2008	7113	3	1	63	3	60	124	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	60	NA	NA
2	M	47.32564	-96.048877	2008	7114	6	1	96	0	96	305	NA	NA	0	NA	NA	55	NA	NA	NA	40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
2	M	47.32564	-96.048877	2008	7115	10	1	97	0	97	304	NA	NA	0	NA	NA	10	NA	NA	NA	25	10	NA	NA	NA	NA	NA	35	NA	NA	NA	NA	NA	NA	NA	2	15	NA	NA	NA	0	NA	NA	NA
2	M	47.32564	-96.048877	2008	7116	7	0	100	0	100	172	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	NA	NA	NA	NA	NA	60	NA	NA	NA	NA	NA	NA	NA	NA	30	NA	NA	NA	0	NA	NA	NA
