Location	Site	Lat	Lon	Year	Plot	Trt	Nfert	TotalCover	WeedCover	TargetCover	TotalBiomass	WeedBiomass	TargetBiomass	Amorpha_canescens	Andropogon_gerardii	Asclepias_tuberosa	Astragalus_canadensis	Baptisia_australis	Bouteloua_curtipendula	Chamaecrista_fasciculata	Desmodium_canadense	Echinacea_pallida	Elymus_canadensis	Elymus_trachycaulum	Elymus_virginicus	Galium_boreale	Glycerryza_lepidota	Helianthus_maximilianii	Lathyrus_ochroleucus	Lespedeza_capitata	Liatris_aspera	Lupinus_perennis	Monarda_fistulosa	Panicum_virgatum	Petalostemum_candidum	Petalostemum_purpurea	Ratibida_pinnata	Rudbeckia_hirta	Schizachyrium_scoparium	Silphium_perfoliatum	Solidago_rigida	Sorghastrum_nutans	Vicia_americana	Zizia_aurea
1	B	45.387048	-93.88178	2011	4323	2	1	95	0	95	222	NA	NA	NA	95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	B	45.387048	-93.88178	2011	4324	10	1	100	0	100	204	NA	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	90	NA	NA	NA	10	NA	NA	NA
1	B	45.387048	-93.88178	2012	4101	2	0	95	0	95	118	NA	NA	NA	95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	B	45.387048	-93.88178	2012	4102	12	0	93	0	93	75	NA	NA	1	2	0	2	0	0	0	0	NA	0	0	0	NA	NA	5	NA	1	0	0	0	5	NA	2	40	NA	30	0	0	5	NA	0
1	B	45.387048	-93.88178	2012	4103	7	0	80	0	80	45	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	75	NA	NA	NA	25	NA	NA	NA
1	B	45.387048	-93.88178	2012	4104	7	1	80	0	80	9	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	70	NA	NA	NA	25	NA	NA	NA
1	B	45.387048	-93.88178	2012	4105	1	1	100	0	100	268	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	B	45.387048	-93.88178	2012	4106	11	1	98	0	98	116	NA	NA	1	5	0	0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	25	NA	0	40	NA	NA	NA	15	5	NA	NA
1	B	45.387048	-93.88178	2012	4107	8	0	80	0	80	40	NA	NA	50	10	NA	0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	NA	0	NA	NA	NA	NA	NA	10	NA	NA
1	B	45.387048	-93.88178	2012	4108	3	0	40	30	10	118	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	NA	NA
1	B	45.387048	-93.88178	2012	4109	4	0	35	20	15	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	B	45.387048	-93.88178	2012	4110	8	1	100	0	100	206	NA	NA	10	5	NA	0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	80	NA	0	NA	NA	NA	NA	NA	5	NA	NA
1	B	45.387048	-93.88178	2012	4111	6	1	80	0	80	5	NA	NA	10	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
1	B	45.387048	-93.88178	2012	4112	10	1	95	0	95	55	NA	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	90	NA	NA	NA	5	NA	NA	NA
1	B	45.387048	-93.88178	2012	4113	11	0	98	0	98	47	NA	NA	15	5	0	0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	5	NA	0	35	NA	NA	NA	5	30	NA	NA
1	B	45.387048	-93.88178	2012	4114	1	0	90	0	90	203	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	90	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	B	45.387048	-93.88178	2012	4115	5	0	80	0	80	50	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	80	NA	NA
1	B	45.387048	-93.88178	2012	4116	9	1	85	0	85	141	NA	NA	NA	5	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	20	NA	NA	40	NA	NA	NA	15	5	NA	NA
1	B	45.387048	-93.88178	2012	4117	4	1	15	10	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	B	45.387048	-93.88178	2012	4118	3	1	50	10	40	64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40	NA	NA
1	B	45.387048	-93.88178	2012	4119	10	0	100	0	100	74	NA	NA	10	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	65	NA	NA	NA	25	NA	NA	NA
1	B	45.387048	-93.88178	2012	4120	6	0	80	0	80	23	NA	NA	15	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
1	B	45.387048	-93.88178	2012	4121	9	0	97	0	97	63	NA	NA	NA	1	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	1	NA	NA	40	NA	NA	NA	5	50	NA	NA
1	B	45.387048	-93.88178	2012	4122	12	1	100	0	100	219	NA	NA	0	1	2	0	0	0	0	0	NA	0	0	0	NA	NA	3	NA	1	0	0	1	80	NA	0	10	NA	1	0	0	1	NA	0
1	B	45.387048	-93.88178	2012	4123	5	1	80	0	80	267	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	80	NA	NA	NA	NA	NA	NA	NA	5	NA	NA
1	B	45.387048	-93.88178	2012	4124	2	1	70	0	70	71	NA	NA	NA	70	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	B	45.387048	-93.88178	2012	4201	7	1	80	0	80	72	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	60	NA	NA	NA	40	NA	NA	NA
1	B	45.387048	-93.88178	2012	4202	8	1	92	0	92	270	NA	NA	0	1	NA	0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	90	NA	0	NA	NA	NA	NA	NA	1	NA	NA
1	B	45.387048	-93.88178	2012	4203	4	1	30	20	10	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	B	45.387048	-93.88178	2012	4204	8	0	100	0	100	134	NA	NA	15	5	NA	0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	70	NA	0	NA	NA	NA	NA	NA	10	NA	NA
1	B	45.387048	-93.88178	2012	4205	11	0	98	0	98	86	NA	NA	5	5	0	2	0	NA	NA	NA	NA	0	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	5	NA	0	50	NA	NA	NA	10	15	NA	NA
1	B	45.387048	-93.88178	2012	4206	6	0	80	0	80	8	NA	NA	7	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
1	B	45.387048	-93.88178	2012	4207	10	1	99	0	99	82	NA	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	0	85	NA	NA	NA	10	NA	NA	NA
1	B	45.387048	-93.88178	2012	4208	2	1	80	0	80	173	NA	NA	NA	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	B	45.387048	-93.88178	2012	4209	11	1	98	0	98	67	NA	NA	0	1	0	0	0	NA	NA	NA	NA	1	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	20	NA	0	35	NA	NA	NA	25	1	NA	NA
1	B	45.387048	-93.88178	2012	4210	10	0	100	0	100	80	NA	NA	5	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	80	NA	NA	NA	15	NA	NA	NA
1	B	45.387048	-93.88178	2012	4211	2	0	95	0	95	121	NA	NA	NA	95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	B	45.387048	-93.88178	2012	4212	5	0	80	0	80	73	NA	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	NA	NA	NA	NA	NA	NA	NA	30	NA	NA
1	B	45.387048	-93.88178	2012	4213	3	1	80	0	80	47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	80	NA	NA
1	B	45.387048	-93.88178	2012	4214	9	1	98	0	98	165	NA	NA	NA	5	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	60	NA	NA	20	NA	NA	NA	5	5	NA	NA
1	B	45.387048	-93.88178	2012	4215	6	1	80	0	80	15	NA	NA	1	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
1	B	45.387048	-93.88178	2012	4216	12	0	95	0	95	108	NA	NA	1	1	0	0	0	0	0	0	NA	0	0	0	NA	NA	5	NA	3	0	0	3	1	NA	0	55	NA	20	0	5	1	NA	0
1	B	45.387048	-93.88178	2012	4217	7	0	80	0	80	48	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	85	NA	NA	NA	15	NA	NA	NA
1	B	45.387048	-93.88178	2012	4218	9	0	96	0	96	68	NA	NA	NA	11	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	5	NA	NA	45	NA	NA	NA	15	15	NA	NA
1	B	45.387048	-93.88178	2012	4219	12	1	97	0	97	205	NA	NA	0	1	0	0	0	0	0	0	NA	0	0	0	NA	NA	0	NA	1	0	0	10	50	NA	0	20	NA	0	0	10	5	NA	0
1	B	45.387048	-93.88178	2012	4220	5	1	80	0	80	279	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	95	NA	NA	NA	NA	NA	NA	NA	1	NA	NA
1	B	45.387048	-93.88178	2012	4221	1	1	95	0	95	256	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	B	45.387048	-93.88178	2012	4222	3	0	80	0	80	49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	80	NA	NA
1	B	45.387048	-93.88178	2012	4223	1	0	90	0	90	135	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	90	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	B	45.387048	-93.88178	2012	4224	4	0	26	25	1	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	B	45.387048	-93.88178	2012	4301	4	0	30	20	10	33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	B	45.387048	-93.88178	2012	4302	5	0	80	0	80	160	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	80	NA	NA
1	B	45.387048	-93.88178	2012	4303	8	0	80	0	80	115	NA	NA	0	20	NA	0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40	NA	0	NA	NA	NA	NA	NA	20	NA	NA
1	B	45.387048	-93.88178	2012	4304	12	1	96	0	96	106	NA	NA	0	1	0	0	0	0	0	0	NA	0	0	0	NA	NA	0	NA	3	0	0	20	10	NA	1	50	NA	5	0	5	1	NA	0
1	B	45.387048	-93.88178	2012	4305	9	1	62	0	62	116	NA	NA	NA	1	0	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	5	NA	NA	35	NA	NA	NA	15	5	NA	NA
1	B	45.387048	-93.88178	2012	4306	11	1	98	0	98	84	NA	NA	0	1	0	0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	10	NA	0	50	NA	NA	NA	10	0	NA	NA
1	B	45.387048	-93.88178	2012	4307	3	0	80	0	80	81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	80	NA	NA
1	B	45.387048	-93.88178	2012	4308	7	0	80	0	80	74	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	NA	80	NA	NA	NA	10	NA	NA	NA
1	B	45.387048	-93.88178	2012	4309	11	0	98	0	98	48	NA	NA	3	5	0	0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	5	NA	2	45	NA	NA	NA	20	20	NA	NA
1	B	45.387048	-93.88178	2012	4310	7	1	80	0	80	88	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	65	NA	NA	NA	30	NA	NA	NA
1	B	45.387048	-93.88178	2012	4311	5	1	80	0	80	295	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	95	NA	NA	NA	NA	NA	NA	NA	0	NA	NA
1	B	45.387048	-93.88178	2012	4312	6	1	80	0	80	17	NA	NA	5	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
1	B	45.387048	-93.88178	2012	4313	1	0	90	0	90	205	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	90	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	B	45.387048	-93.88178	2012	4314	6	0	80	0	80	19	NA	NA	10	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
1	B	45.387048	-93.88178	2012	4315	9	0	100	0	100	128	NA	NA	NA	5	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	5	NA	NA	40	NA	NA	NA	10	40	NA	NA
1	B	45.387048	-93.88178	2012	4316	8	1	100	0	100	286	NA	NA	10	0	NA	0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	90	NA	0	NA	NA	NA	NA	NA	0	NA	NA
1	B	45.387048	-93.88178	2012	4317	4	1	25	20	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	B	45.387048	-93.88178	2012	4318	3	1	50	0	50	38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	50	NA	NA
1	B	45.387048	-93.88178	2012	4319	12	0	98	0	98	91	NA	NA	1	1	0	0	0	0	0	0	NA	0	0	0	NA	NA	0	NA	10	0	0	0	10	NA	1	40	NA	30	0	0	5	NA	0
1	B	45.387048	-93.88178	2012	4320	10	0	84	0	84	69	NA	NA	4	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	65	NA	NA	NA	15	NA	NA	NA
1	B	45.387048	-93.88178	2012	4321	2	0	100	10	90	57	NA	NA	NA	90	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	B	45.387048	-93.88178	2012	4322	1	1	95	0	95	233	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	B	45.387048	-93.88178	2012	4323	2	1	95	0	95	106	NA	NA	NA	95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	B	45.387048	-93.88178	2012	4324	10	1	101	0	101	65	NA	NA	1	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	75	NA	NA	NA	25	NA	NA	NA
1	B	45.387048	-93.88178	2013	4101	2	0	100	0	100	232	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	B	45.387048	-93.88178	2013	4102	12	0	80	1	79	92	NA	NA	2	5	0	0	0	1	0	5	NA	0	0	0	NA	NA	0	NA	2	0	1	1	5	NA	1	10	NA	40	0	1	5	NA	0
1	B	45.387048	-93.88178	2013	4103	7	0	72	4	68	42	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	30	NA	NA	NA	30	NA	NA	NA
1	B	45.387048	-93.88178	2013	4104	7	1	80	19	61	12	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	50	NA	NA	NA	10	NA	NA	NA
1	B	45.387048	-93.88178	2013	4105	1	1	100	5	95	218	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	B	45.387048	-93.88178	2013	4106	11	1	100	3	97	138	NA	NA	1	30	0	0	0	NA	NA	NA	NA	2	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	30	NA	1	25	NA	NA	NA	2	5	NA	NA
1	B	45.387048	-93.88178	2013	4107	8	0	96	0	96	130	NA	NA	30	35	NA	0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25	NA	1	NA	NA	NA	NA	NA	5	NA	NA
1	B	45.387048	-93.88178	2013	4108	3	0	65	60	5	116	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA
1	B	45.387048	-93.88178	2013	4109	4	0	65	65	0	48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	B	45.387048	-93.88178	2013	4110	8	1	95	2	93	214	NA	NA	5	60	NA	0	0	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	NA	2	NA	NA	NA	NA	NA	5	NA	NA
1	B	45.387048	-93.88178	2013	4111	6	1	71	70	1	70	NA	NA	0	NA	NA	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
1	B	45.387048	-93.88178	2013	4112	10	1	93	33	60	44	NA	NA	2	NA	3	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	50	NA	NA	NA	5	NA	NA	NA
1	B	45.387048	-93.88178	2013	4113	11	0	95	0	95	74	NA	NA	10	40	0	0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	15	NA	2	20	NA	NA	NA	2	5	NA	NA
1	B	45.387048	-93.88178	2013	4114	1	0	95	5	90	176	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	90	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	B	45.387048	-93.88178	2013	4115	5	0	81	1	80	164	NA	NA	NA	35	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	NA	NA	NA	NA	NA	NA	NA	15	NA	NA
1	B	45.387048	-93.88178	2013	4116	9	1	87	0	87	198	NA	NA	NA	10	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	30	NA	NA	40	NA	NA	NA	2	5	NA	NA
1	B	45.387048	-93.88178	2013	4117	4	1	65	60	5	24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	B	45.387048	-93.88178	2013	4118	3	1	60	55	5	90	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA
1	B	45.387048	-93.88178	2013	4119	10	0	78	7	71	34	NA	NA	25	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	1	40	NA	NA	NA	5	NA	NA	NA
1	B	45.387048	-93.88178	2013	4120	6	0	74	13	61	122	NA	NA	60	NA	NA	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
1	B	45.387048	-93.88178	2013	4121	9	0	71	0	71	50	NA	NA	NA	20	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	5	NA	NA	30	NA	NA	NA	5	10	NA	NA
1	B	45.387048	-93.88178	2013	4122	12	1	87	0	87	208	NA	NA	0	5	0	0	0	1	0	1	NA	0	0	0	NA	NA	0	NA	0	0	0	2	70	NA	1	5	NA	1	0	0	1	NA	0
1	B	45.387048	-93.88178	2013	4123	5	1	90	0	90	270	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	80	NA	NA	NA	NA	NA	NA	NA	5	NA	NA
1	B	45.387048	-93.88178	2013	4124	2	1	95	5	90	192	NA	NA	NA	90	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	B	45.387048	-93.88178	2013	4201	7	1	75	9	66	58	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	60	NA	NA	NA	5	NA	NA	NA
1	B	45.387048	-93.88178	2013	4202	8	1	102	5	97	266	NA	NA	0	5	NA	0	0	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	90	NA	0	NA	NA	NA	NA	NA	1	NA	NA
1	B	45.387048	-93.88178	2013	4203	4	1	85	55	30	98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	B	45.387048	-93.88178	2013	4204	8	0	96	0	96	156	NA	NA	20	30	NA	0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40	NA	1	NA	NA	NA	NA	NA	5	NA	NA
1	B	45.387048	-93.88178	2013	4205	11	0	75	0	75	70	NA	NA	15	5	0	1	0	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	10	NA	1	30	NA	NA	NA	10	3	NA	NA
1	B	45.387048	-93.88178	2013	4206	6	0	51	20	31	54	NA	NA	30	NA	NA	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
1	B	45.387048	-93.88178	2013	4207	10	1	101	28	73	60	NA	NA	0	NA	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0	70	NA	NA	NA	1	NA	NA	NA
1	B	45.387048	-93.88178	2013	4208	2	1	99	0	99	322	NA	NA	NA	99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	B	45.387048	-93.88178	2013	4209	11	1	92	6	86	184	NA	NA	0	20	0	0	0	NA	NA	NA	NA	5	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	40	NA	0	15	NA	NA	NA	5	1	NA	NA
1	B	45.387048	-93.88178	2013	4210	10	0	88	5	83	38	NA	NA	10	NA	2	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0	60	NA	NA	NA	10	NA	NA	NA
